,AYB,YR_RMDL,EYB,SALEDATE,GIS_LAST_MOD_DTTM
71077,1941.0,2005.0,1964,2018-01-04 00:00:00,2018-07-22 18:01:43
71078,1941.0,2000.0,1967,2015-04-21 00:00:00,2018-07-22 18:01:43
71082,1941.0,,1957,2014-12-19 00:00:00,2018-07-22 18:01:43
71087,1941.0,,1957,2002-06-04 00:00:00,2018-07-22 18:01:43
71089,2006.0,,2010,2006-12-01 00:00:00,2018-07-22 18:01:43
71090,2006.0,,2010,2007-05-09 00:00:00,2018-07-22 18:01:43
71091,2006.0,,2010,2013-06-05 00:00:00,2018-07-22 18:01:43
71092,2006.0,,2010,2006-12-08 00:00:00,2018-07-22 18:01:43
71093,2006.0,,2010,2008-10-17 00:00:00,2018-07-22 18:01:43
71094,2006.0,,2010,2006-12-04 00:00:00,2018-07-22 18:01:43
71095,2006.0,,2010,2007-01-04 00:00:00,2018-07-22 18:01:43
71096,2006.0,,2010,2006-12-08 00:00:00,2018-07-22 18:01:43
71098,2006.0,,2010,2007-01-09 00:00:00,2018-07-22 18:01:43
71100,2006.0,,2010,2007-01-30 00:00:00,2018-07-22 18:01:43
71101,2006.0,,2010,2007-02-12 00:00:00,2018-07-22 18:01:43
71102,2006.0,,2010,2007-05-09 00:00:00,2018-07-22 18:01:43
71104,2010.0,,2013,2011-03-22 00:00:00,2018-07-22 18:01:43
71106,2010.0,,2013,2010-12-15 00:00:00,2018-07-22 18:01:43
71107,2010.0,,2013,2013-06-12 00:00:00,2018-07-22 18:01:43
71108,2010.0,,2013,2011-02-28 00:00:00,2018-07-22 18:01:43
71109,2010.0,,2013,2010-11-09 00:00:00,2018-07-22 18:01:43
71111,2010.0,,2013,2010-11-09 00:00:00,2018-07-22 18:01:43
71112,2010.0,,2013,2017-01-27 00:00:00,2018-07-22 18:01:43
71113,2010.0,,2013,2014-01-13 00:00:00,2018-07-22 18:01:43
71114,2010.0,,2013,2017-02-24 00:00:00,2018-07-22 18:01:43
71115,2010.0,,2013,2010-11-02 00:00:00,2018-07-22 18:01:43
71116,2010.0,,2013,2010-11-05 00:00:00,2018-07-22 18:01:43
71117,1978.0,,1984,2018-06-05 00:00:00,2018-07-22 18:01:43
71126,1937.0,,1954,2000-03-23 00:00:00,2018-07-22 18:01:43
71127,1937.0,2004.0,1961,2009-07-13 00:00:00,2018-07-22 18:01:43
71131,1937.0,2017.0,1964,2014-01-16 00:00:00,2018-07-22 18:01:43
71134,1937.0,,1943,2008-07-11 00:00:00,2018-07-22 18:01:43
71135,1937.0,,1943,2000-04-10 00:00:00,2018-07-22 18:01:43
71137,1937.0,,1964,2015-02-09 00:00:00,2018-07-22 18:01:43
71138,1937.0,,1943,1999-08-17 00:00:00,2018-07-22 18:01:43
71140,1937.0,,1954,2013-06-05 00:00:00,2018-07-22 18:01:43
71141,1937.0,2013.0,1964,2012-07-10 00:00:00,2018-07-22 18:01:43
71144,1937.0,,1954,2013-09-06 00:00:00,2018-07-22 18:01:43
71147,2017.0,,2018,2018-01-29 00:00:00,2018-07-22 18:01:43
71148,2017.0,,2018,2017-10-26 00:00:00,2018-07-22 18:01:43
71150,2008.0,,2012,2004-10-28 00:00:00,2018-07-22 18:01:43
71160,,1999.0,1964,2014-04-14 00:00:00,2018-07-22 18:01:43
71161,1915.0,2004.0,1967,2006-01-04 00:00:00,2018-07-22 18:01:43
71163,1900.0,2005.0,1967,2017-09-12 00:00:00,2018-07-22 18:01:43
71164,2009.0,,2012,2014-10-24 00:00:00,2018-07-22 18:01:43
71167,1905.0,2000.0,1957,2016-11-07 00:00:00,2018-07-22 18:01:43
71168,1905.0,2010.0,1967,2013-07-26 00:00:00,2018-07-22 18:01:43
71169,1911.0,,1954,1992-01-07 00:00:00,2018-07-22 18:01:43
71170,1911.0,2009.0,1967,2009-11-04 00:00:00,2018-07-22 18:01:43
71172,1951.0,,1951,2016-04-25 00:00:00,2018-07-22 18:01:43
71180,1953.0,2014.0,1971,2014-10-06 00:00:00,2018-07-22 18:01:43
71181,1953.0,,1953,1994-08-16 00:00:00,2018-07-22 18:01:43
71189,1949.0,,1968,2013-07-23 00:00:00,2018-07-22 18:01:43
71192,1947.0,,1947,1992-05-14 00:00:00,2018-07-22 18:01:43
71193,1946.0,,1953,2013-11-27 00:00:00,2018-07-22 18:01:43
71197,1947.0,,1957,2004-04-27 00:00:00,2018-07-22 18:01:43
71202,1911.0,1997.0,1947,2017-07-20 00:00:00,2018-07-22 18:01:43
71206,1917.0,2003.0,1964,2008-04-15 00:00:00,2018-07-22 18:01:43
71211,1922.0,2011.0,1964,2011-01-31 00:00:00,2018-07-22 18:01:43
71212,1900.0,2004.0,1967,2017-08-14 00:00:00,2018-07-22 18:01:43
71215,1950.0,2005.0,1960,2013-03-04 00:00:00,2018-07-22 18:01:43
71218,1958.0,,1972,1996-11-19 00:00:00,2018-07-22 18:01:43
71220,1950.0,2005.0,1969,2005-02-22 00:00:00,2018-07-22 18:01:43
71221,1950.0,1980.0,1969,2007-05-18 00:00:00,2018-07-22 18:01:43
71222,1950.0,,1957,2015-09-04 00:00:00,2018-07-22 18:01:43
71224,1950.0,,1957,2006-06-08 00:00:00,2018-07-22 18:01:43
71225,1951.0,,1958,2016-08-09 00:00:00,2018-07-22 18:01:43
71226,1950.0,,1950,2017-04-13 00:00:00,2018-07-22 18:01:43
71228,1951.0,,1961,2011-02-14 00:00:00,2018-07-22 18:01:43
71231,1951.0,,1951,2000-12-11 00:00:00,2018-07-22 18:01:43
71232,1951.0,,1961,2010-09-21 00:00:00,2018-07-22 18:01:43
71234,1951.0,2017.0,1970,2017-12-18 00:00:00,2018-07-22 18:01:43
71257,1979.0,,1981,2002-02-08 00:00:00,2018-07-22 18:01:43
71258,1979.0,,1986,2005-02-24 00:00:00,2018-07-22 18:01:43
71261,1917.0,,1954,2011-05-23 00:00:00,2018-07-22 18:01:43
71262,1917.0,2004.0,1964,2015-05-07 00:00:00,2018-07-22 18:01:43
71264,1917.0,1982.0,1950,2002-05-03 00:00:00,2018-07-22 18:01:43
71266,1917.0,,1964,2000-07-28 00:00:00,2018-07-22 18:01:43
71268,1916.0,,1950,2017-08-02 00:00:00,2018-07-22 18:01:43
71270,1917.0,,1964,2003-01-23 00:00:00,2018-07-22 18:01:43
71273,1925.0,1978.0,1954,2009-02-18 00:00:00,2018-07-22 18:01:43
71275,1925.0,2012.0,1964,1999-07-09 00:00:00,2018-07-22 18:01:43
71276,1925.0,,1957,2017-04-25 00:00:00,2018-07-22 18:01:43
71277,1927.0,2010.0,1967,2010-08-26 00:00:00,2018-07-22 18:01:43
71280,1910.0,2000.0,1957,2013-01-28 00:00:00,2018-07-22 18:01:43
71281,1900.0,,1954,2007-02-12 00:00:00,2018-07-22 18:01:43
71282,1916.0,,1967,2002-10-16 00:00:00,2018-07-22 18:01:43
71284,1916.0,2005.0,1967,2010-04-15 00:00:00,2018-07-22 18:01:43
71285,1916.0,2008.0,1967,2014-05-02 00:00:00,2018-07-22 18:01:43
71287,1910.0,2003.0,1967,2007-01-08 00:00:00,2018-07-22 18:01:43
71291,2013.0,,2015,2014-03-24 00:00:00,2018-07-22 18:01:43
71292,2013.0,,2015,2013-12-04 00:00:00,2018-07-22 18:01:43
71293,2013.0,,2015,2016-06-16 00:00:00,2018-07-22 18:01:43
71294,2013.0,,2015,2014-08-05 00:00:00,2018-07-22 18:01:43
71295,2013.0,,2015,2013-10-01 00:00:00,2018-07-22 18:01:43
71296,2013.0,,2015,2016-04-13 00:00:00,2018-07-22 18:01:43
71297,2013.0,,2015,2013-10-28 00:00:00,2018-07-22 18:01:43
71298,2013.0,,2015,2013-11-21 00:00:00,2018-07-22 18:01:43
71301,2013.0,,2015,2013-12-31 00:00:00,2018-07-22 18:01:43
71302,2013.0,,2015,2014-12-02 00:00:00,2018-07-22 18:01:43
71303,2013.0,,2015,2013-11-27 00:00:00,2018-07-22 18:01:43
71304,2013.0,,2015,2013-12-16 00:00:00,2018-07-22 18:01:43
71306,1947.0,,1947,2017-10-06 00:00:00,2018-07-22 18:01:43
71312,1946.0,,1956,2007-11-15 00:00:00,2018-07-22 18:01:43
71314,1923.0,2002.0,1967,2017-08-07 00:00:00,2018-07-22 18:01:43
71316,1927.0,,1947,2001-06-22 00:00:00,2018-07-22 18:01:43
71317,1922.0,,1967,2017-10-30 00:00:00,2018-07-22 18:01:43
71319,1923.0,,1960,2006-05-08 00:00:00,2018-07-22 18:01:43
71324,1945.0,,1959,2015-01-06 00:00:00,2018-07-22 18:01:43
71332,1923.0,2004.0,1957,2003-09-17 00:00:00,2018-07-22 18:01:43
71335,1916.0,2003.0,1969,2015-02-24 00:00:00,2018-07-22 18:01:43
71337,1921.0,,1967,2007-04-30 00:00:00,2018-07-22 18:01:43
71339,1925.0,,1957,2017-10-31 00:00:00,2018-07-22 18:01:43
71341,1961.0,2015.0,1979,2015-06-24 00:00:00,2018-07-22 18:01:43
71348,1951.0,2017.0,1970,2017-06-02 00:00:00,2018-07-22 18:01:43
71352,1950.0,,1950,2015-06-04 00:00:00,2018-07-22 18:01:43
71355,1951.0,,1958,1998-12-16 00:00:00,2018-07-22 18:01:43
71358,1900.0,,1947,2018-07-03 00:00:00,2018-07-22 18:01:43
71359,1908.0,,1947,2008-05-14 00:00:00,2018-07-22 18:01:43
71360,1890.0,2003.0,1967,2017-10-02 00:00:00,2018-07-22 18:01:43
71361,1912.0,2008.0,1969,2008-12-31 00:00:00,2018-07-22 18:01:43
71363,1911.0,,1947,2005-11-08 00:00:00,2018-07-22 18:01:43
71366,1915.0,,1947,2018-04-19 00:00:00,2018-07-22 18:01:43
71369,1900.0,2004.0,1957,2002-08-07 00:00:00,2018-07-22 18:01:43
71370,1940.0,2016.0,1967,2010-07-27 00:00:00,2018-07-22 18:01:43
71372,1905.0,,1969,2004-10-26 00:00:00,2018-07-22 18:01:43
71373,2005.0,,2013,2010-12-09 00:00:00,2018-07-22 18:01:43
71375,1905.0,2014.0,1969,2015-03-30 00:00:00,2018-07-22 18:01:43
71385,1917.0,,1961,2014-11-18 00:00:00,2018-07-22 18:01:43
71387,1918.0,,1950,2005-06-03 00:00:00,2018-07-22 18:01:43
71388,1918.0,2006.0,1964,2012-12-07 00:00:00,2018-07-22 18:01:43
71390,1918.0,,1950,2018-05-15 00:00:00,2018-07-22 18:01:43
71393,1918.0,,1950,2017-04-26 00:00:00,2018-07-22 18:01:43
71394,1918.0,,1950,2001-10-18 00:00:00,2018-07-22 18:01:43
71395,1917.0,,1964,2017-01-12 00:00:00,2018-07-22 18:01:43
71396,1917.0,2012.0,1964,2015-04-09 00:00:00,2018-07-22 18:01:43
71398,1913.0,2012.0,1969,2010-12-14 00:00:00,2018-07-22 18:01:43
71399,1924.0,,1943,2005-02-02 00:00:00,2018-07-22 18:01:43
71400,1900.0,2016.0,1967,2016-10-05 00:00:00,2018-07-22 18:01:43
71402,1900.0,2014.0,1964,2014-11-07 00:00:00,2018-07-22 18:01:43
71404,1948.0,,1961,2009-12-29 00:00:00,2018-07-22 18:01:43
71405,1948.0,2004.0,1964,2004-11-16 00:00:00,2018-07-22 18:01:43
71407,1948.0,,1961,2004-08-23 00:00:00,2018-07-22 18:01:43
71410,1948.0,2015.0,1970,2016-02-01 00:00:00,2018-07-22 18:01:43
71416,2014.0,,2015,2015-08-07 00:00:00,2018-07-22 18:01:43
71417,2014.0,,2015,2015-06-01 00:00:00,2018-07-22 18:01:43
71418,2014.0,,2015,2015-01-05 00:00:00,2018-07-22 18:01:43
71419,2014.0,,2015,2015-02-11 00:00:00,2018-07-22 18:01:43
71420,2014.0,,2015,2015-06-18 00:00:00,2018-07-22 18:01:43
71421,2014.0,,2015,2016-02-02 00:00:00,2018-07-22 18:01:43
71424,2014.0,,2015,2015-04-03 00:00:00,2018-07-22 18:01:43
71425,2015.0,,2016,2016-02-26 00:00:00,2018-07-22 18:01:43
71427,2015.0,,2016,2015-10-27 00:00:00,2018-07-22 18:01:43
71428,2015.0,,2016,2015-11-06 00:00:00,2018-07-22 18:01:43
71429,2015.0,,2016,2015-08-18 00:00:00,2018-07-22 18:01:43
71430,2015.0,,2016,2015-12-23 00:00:00,2018-07-22 18:01:43
71431,2015.0,,2016,2015-12-22 00:00:00,2018-07-22 18:01:43
71432,1952.0,,1964,2018-06-21 00:00:00,2018-07-22 18:01:43
71435,1952.0,2007.0,1973,2010-04-30 00:00:00,2018-07-22 18:01:43
71436,1952.0,,1964,2010-06-11 00:00:00,2018-07-22 18:01:43
71439,1952.0,,1964,2011-04-27 00:00:00,2018-07-22 18:01:43
71444,1952.0,2015.0,1973,2015-06-23 00:00:00,2018-07-22 18:01:43
71455,1914.0,2010.0,1967,2007-10-29 00:00:00,2018-07-22 18:01:43
71456,1913.0,2018.0,1967,2018-04-24 00:00:00,2018-07-22 18:01:43
71457,1910.0,2008.0,1967,2007-10-29 00:00:00,2018-07-22 18:01:43
71459,1905.0,2003.0,1967,2018-03-23 00:00:00,2018-07-22 18:01:43
71460,1923.0,2003.0,1967,2016-06-27 00:00:00,2018-07-22 18:01:43
71464,2007.0,,2010,2007-04-05 00:00:00,2018-07-22 18:01:43
71467,2005.0,,2010,2017-01-10 00:00:00,2018-07-22 18:01:43
71468,1922.0,1953.0,1954,2008-06-09 00:00:00,2018-07-22 18:01:43
71469,1922.0,,1954,2016-06-06 00:00:00,2018-07-22 18:01:43
71470,1923.0,2011.0,1967,2011-11-09 00:00:00,2018-07-22 18:01:43
71472,1922.0,2011.0,1967,2013-05-10 00:00:00,2018-07-22 18:01:43
71475,1927.0,2002.0,1964,2002-09-20 00:00:00,2018-07-22 18:01:43
71476,1945.0,,1956,2017-03-27 00:00:00,2018-07-22 18:01:43
71480,1931.0,,1954,2004-09-09 00:00:00,2018-07-22 18:01:43
71484,1931.0,,1954,2008-09-05 00:00:00,2018-07-22 18:01:43
71486,1905.0,2012.0,1967,2012-02-13 00:00:00,2018-07-22 18:01:43
71487,2012.0,,2014,2012-10-05 00:00:00,2018-07-22 18:01:43
71488,1910.0,2017.0,1969,2016-04-11 00:00:00,2018-07-22 18:01:43
71489,1910.0,2016.0,1982,2017-02-13 00:00:00,2018-07-22 18:01:43
71495,1916.0,,1947,2007-04-12 00:00:00,2018-07-22 18:01:43
71497,1925.0,2012.0,1967,2001-09-07 00:00:00,2018-07-22 18:01:43
71498,1925.0,2003.0,1967,2002-09-17 00:00:00,2018-07-22 18:01:43
71502,1936.0,,1967,1994-03-02 00:00:00,2018-07-22 18:01:43
71505,1934.0,,1957,2011-08-11 00:00:00,2018-07-22 18:01:43
71506,1932.0,2012.0,1967,2013-10-02 00:00:00,2018-07-22 18:01:43
71515,1939.0,,1957,2016-11-03 00:00:00,2018-07-22 18:01:43
71529,1948.0,,1961,2006-11-15 00:00:00,2018-07-22 18:01:43
71530,1948.0,2006.0,1961,2000-11-24 00:00:00,2018-07-22 18:01:43
71531,1948.0,2006.0,1970,2010-10-08 00:00:00,2018-07-22 18:01:43
71532,1947.0,,1960,2006-11-15 00:00:00,2018-07-22 18:01:43
71535,1965.0,2013.0,1982,2014-03-18 00:00:00,2018-07-22 18:01:43
71539,1948.0,2009.0,1970,2013-11-01 00:00:00,2018-07-22 18:01:43
71540,1951.0,,1961,2001-11-26 00:00:00,2018-07-22 18:01:43
71541,1951.0,,1967,2004-05-21 00:00:00,2018-07-22 18:01:43
71542,1951.0,,1961,2017-02-17 00:00:00,2018-07-22 18:01:43
71544,2010.0,,2013,2010-11-10 00:00:00,2018-07-22 18:01:43
71545,2010.0,,2013,2016-06-07 00:00:00,2018-07-22 18:01:43
71546,2010.0,,2013,2010-09-16 00:00:00,2018-07-22 18:01:43
71547,2010.0,,2013,2013-09-09 00:00:00,2018-07-22 18:01:43
71548,2010.0,,2013,2010-09-16 00:00:00,2018-07-22 18:01:43
71549,2010.0,,2013,2010-09-16 00:00:00,2018-07-22 18:01:43
71551,2010.0,,2013,2010-05-11 00:00:00,2018-07-22 18:01:43
71552,2010.0,,2013,2010-04-26 00:00:00,2018-07-22 18:01:43
71553,2010.0,,2013,2010-04-26 00:00:00,2018-07-22 18:01:43
71554,2010.0,,2013,2010-04-15 00:00:00,2018-07-22 18:01:43
71555,2010.0,,2013,2010-04-15 00:00:00,2018-07-22 18:01:43
71556,2010.0,,2013,2010-04-15 00:00:00,2018-07-22 18:01:43
71557,2010.0,,2013,2012-09-19 00:00:00,2018-07-22 18:01:43
71558,2010.0,,2013,2010-06-17 00:00:00,2018-07-22 18:01:43
71561,1952.0,1980.0,1964,2002-01-18 00:00:00,2018-07-22 18:01:43
71563,1952.0,2011.0,1973,2011-06-20 00:00:00,2018-07-22 18:01:43
71568,1953.0,,1965,2014-03-24 00:00:00,2018-07-22 18:01:43
71570,1953.0,,1965,2003-02-25 00:00:00,2018-07-22 18:01:43
71572,1953.0,1989.0,1965,2014-08-19 00:00:00,2018-07-22 18:01:43
71573,1937.0,,1954,2002-03-19 00:00:00,2018-07-22 18:01:43
71576,1938.0,2003.0,1964,2015-04-30 00:00:00,2018-07-22 18:01:43
71577,1938.0,1991.0,1954,1999-05-27 00:00:00,2018-07-22 18:01:43
71583,1938.0,,1954,1995-05-26 00:00:00,2018-07-22 18:01:43
71584,1938.0,2006.0,1954,2012-04-11 00:00:00,2018-07-22 18:01:43
71588,1938.0,2010.0,1964,2007-03-05 00:00:00,2018-07-22 18:01:43
71590,1938.0,2011.0,1964,2010-09-03 00:00:00,2018-07-22 18:01:43
71591,1938.0,2016.0,1964,2015-08-12 00:00:00,2018-07-22 18:01:43
71592,1937.0,,1961,2009-08-14 00:00:00,2018-07-22 18:01:43
71595,1937.0,,1954,2003-07-09 00:00:00,2018-07-22 18:01:43
71597,1905.0,2015.0,1964,2013-06-26 00:00:00,2018-07-22 18:01:43
71602,1900.0,,1954,2014-12-08 00:00:00,2018-07-22 18:01:43
71606,1919.0,2007.0,1967,2012-07-03 00:00:00,2018-07-22 18:01:43
71607,1924.0,2012.0,1957,2009-06-11 00:00:00,2018-07-22 18:01:43
71608,1924.0,2004.0,1967,2018-06-19 00:00:00,2018-07-22 18:01:43
71609,1924.0,2005.0,1967,2012-05-14 00:00:00,2018-07-22 18:01:43
71610,1924.0,2017.0,1967,2017-09-12 00:00:00,2018-07-22 18:01:43
71611,1924.0,,1947,2004-11-19 00:00:00,2018-07-22 18:01:43
71612,1927.0,2012.0,1967,2012-08-15 00:00:00,2018-07-22 18:01:43
71614,1919.0,,1957,2005-04-07 00:00:00,2018-07-22 18:01:43
71615,1904.0,2012.0,1967,2017-04-21 00:00:00,2018-07-22 18:01:43
71617,2011.0,,2013,2013-05-16 00:00:00,2018-07-22 18:01:43
71620,1910.0,,1957,2018-03-16 00:00:00,2018-07-22 18:01:43
71623,1905.0,,1957,2013-10-17 00:00:00,2018-07-22 18:01:43
71627,1916.0,,1954,1998-06-15 00:00:00,2018-07-22 18:01:43
71628,1916.0,2011.0,1964,2011-03-11 00:00:00,2018-07-22 18:01:43
71630,1916.0,,1954,2012-11-27 00:00:00,2018-07-22 18:01:43
71638,1931.0,,1943,1996-05-21 00:00:00,2018-07-22 18:01:43
71640,1931.0,2014.0,1964,2014-05-12 00:00:00,2018-07-22 18:01:43
71641,1900.0,2014.0,1964,2014-10-29 00:00:00,2018-07-22 18:01:43
71642,1900.0,2004.0,1969,2012-12-03 00:00:00,2018-07-22 18:01:43
71643,1927.0,2012.0,1957,2003-07-03 00:00:00,2018-07-22 18:01:43
71645,1900.0,,1957,2000-12-18 00:00:00,2018-07-22 18:01:43
71649,1955.0,2009.0,1975,2007-04-17 00:00:00,2018-07-22 18:01:43
71650,1922.0,2009.0,1967,2009-10-29 00:00:00,2018-07-22 18:01:43
71651,1923.0,2015.0,1967,2017-03-02 00:00:00,2018-07-22 18:01:43
71657,1922.0,,1957,2011-02-14 00:00:00,2018-07-22 18:01:43
71660,1923.0,,1957,2006-07-17 00:00:00,2018-07-22 18:01:43
71662,1923.0,,1957,2011-08-10 00:00:00,2018-07-22 18:01:43
71663,1923.0,2012.0,1967,2014-12-30 00:00:00,2018-07-22 18:01:43
71664,1923.0,2009.0,1967,2009-10-13 00:00:00,2018-07-22 18:01:43
71665,1923.0,2008.0,1967,2007-11-09 00:00:00,2018-07-22 18:01:43
71666,1923.0,2017.0,1967,2017-03-20 00:00:00,2018-07-22 18:01:43
71667,1923.0,2016.0,1967,2016-10-14 00:00:00,2018-07-22 18:01:43
71668,1923.0,,1957,2016-10-31 00:00:00,2018-07-22 18:01:43
71669,2010.0,,2013,2015-02-03 00:00:00,2018-07-22 18:01:43
71670,2010.0,,2013,2010-12-13 00:00:00,2018-07-22 18:01:43
71671,2010.0,,2013,2015-06-15 00:00:00,2018-07-22 18:01:43
71672,2010.0,,2013,2010-06-22 00:00:00,2018-07-22 18:01:43
71673,2010.0,,2013,2010-08-04 00:00:00,2018-07-22 18:01:43
71674,2010.0,,2013,2010-08-24 00:00:00,2018-07-22 18:01:43
71675,2008.0,,2011,2009-04-09 00:00:00,2018-07-22 18:01:43
71676,2008.0,,2011,2016-08-01 00:00:00,2018-07-22 18:01:43
71677,2008.0,,2011,2009-08-03 00:00:00,2018-07-22 18:01:43
71678,2008.0,,2011,2009-12-02 00:00:00,2018-07-22 18:01:43
71679,2008.0,,2011,2009-12-02 00:00:00,2018-07-22 18:01:43
71680,2008.0,,2011,2013-01-18 00:00:00,2018-07-22 18:01:43
71681,2008.0,,2011,2015-11-12 00:00:00,2018-07-22 18:01:43
71682,2008.0,,2011,2009-06-23 00:00:00,2018-07-22 18:01:43
71683,2008.0,,2011,2008-10-24 00:00:00,2018-07-22 18:01:43
71684,2008.0,,2011,2016-11-07 00:00:00,2018-07-22 18:01:43
71685,2008.0,,2011,2009-12-10 00:00:00,2018-07-22 18:01:43
71686,2008.0,,2011,2009-07-10 00:00:00,2018-07-22 18:01:43
71690,1979.0,,1991,2017-11-03 00:00:00,2018-07-22 18:01:43
71699,1979.0,,1986,2003-04-10 00:00:00,2018-07-22 18:01:43
71702,1979.0,,1985,2001-06-28 00:00:00,2018-07-22 18:01:43
71704,1937.0,,1954,2011-01-31 00:00:00,2018-07-22 18:01:43
71705,1938.0,,1954,2013-06-17 00:00:00,2018-07-22 18:01:43
71706,1938.0,,1954,2013-06-17 00:00:00,2018-07-22 18:01:43
71708,1939.0,,1967,2005-07-26 00:00:00,2018-07-22 18:01:43
71710,1939.0,,1967,2013-05-16 00:00:00,2018-07-22 18:01:43
71715,1939.0,2009.0,1967,2016-04-21 00:00:00,2018-07-22 18:01:43
71716,1905.0,1989.0,1957,2006-05-05 00:00:00,2018-07-22 18:01:43
71717,1913.0,,1957,2015-08-11 00:00:00,2018-07-22 18:01:43
71719,1905.0,2011.0,1969,2015-10-22 00:00:00,2018-07-22 18:01:43
71721,1910.0,2013.0,1967,2013-08-27 00:00:00,2018-07-22 18:01:43
71724,1940.0,2011.0,1967,2010-06-15 00:00:00,2018-07-22 18:01:43
71725,1932.0,,1960,2009-10-22 00:00:00,2018-07-22 18:01:43
71726,1911.0,2011.0,1967,2011-12-28 00:00:00,2018-07-22 18:01:43
71729,1959.0,,1968,2011-07-21 00:00:00,2018-07-22 18:01:43
71732,1912.0,1977.0,1954,2000-09-29 00:00:00,2018-07-22 18:01:43
71734,1905.0,1989.0,1947,2008-10-17 00:00:00,2018-07-22 18:01:43
71737,1923.0,2015.0,1967,2013-03-07 00:00:00,2018-07-22 18:01:43
71738,1923.0,2015.0,1964,2010-05-21 00:00:00,2018-07-22 18:01:43
71742,1946.0,,1966,2005-05-13 00:00:00,2018-07-22 18:01:43
71744,1947.0,,1947,1997-06-13 00:00:00,2018-07-22 18:01:43
71748,1947.0,,1957,1997-06-18 00:00:00,2018-07-22 18:01:43
71751,1947.0,,1957,2007-07-05 00:00:00,2018-07-22 18:01:43
71753,1947.0,2013.0,1967,2013-04-22 00:00:00,2018-07-22 18:01:43
71754,1947.0,2016.0,1967,2015-09-03 00:00:00,2018-07-22 18:01:43
71755,1947.0,,1947,1992-01-02 00:00:00,2018-07-22 18:01:43
71756,1947.0,,1947,2016-04-21 00:00:00,2018-07-22 18:01:43
71758,1947.0,,1947,2015-11-06 00:00:00,2018-07-22 18:01:43
71759,1947.0,,1947,2015-09-03 00:00:00,2018-07-22 18:01:43
71760,1947.0,,1947,2002-04-04 00:00:00,2018-07-22 18:01:43
71761,1953.0,,1962,2003-03-25 00:00:00,2018-07-22 18:01:43
71767,1952.0,,1952,2010-01-25 00:00:00,2018-07-22 18:01:43
71771,1947.0,2010.0,1967,2018-06-07 00:00:00,2018-07-22 18:01:43
71772,1947.0,2014.0,1969,2014-10-21 00:00:00,2018-07-22 18:01:43
71777,1923.0,2009.0,1967,2009-01-02 00:00:00,2018-07-22 18:01:43
71779,1940.0,,1960,2016-06-08 00:00:00,2018-07-22 18:01:43
71781,1923.0,2011.0,1967,2015-02-05 00:00:00,2018-07-22 18:01:43
71783,1951.0,2017.0,1970,2018-03-08 00:00:00,2018-07-22 18:01:43
71784,1951.0,,1951,2000-02-28 00:00:00,2018-07-22 18:01:43
71785,1951.0,2017.0,1970,2017-12-26 00:00:00,2018-07-22 18:01:43
71786,1951.0,2001.0,1958,2006-08-14 00:00:00,2018-07-22 18:01:43
71787,1951.0,,1951,1998-12-01 00:00:00,2018-07-22 18:01:43
71794,1951.0,,1951,2016-04-21 00:00:00,2018-07-22 18:01:43
71795,1951.0,,1951,2001-02-13 00:00:00,2018-07-22 18:01:43
71799,1948.0,,1958,2003-04-03 00:00:00,2018-07-22 18:01:43
71807,1948.0,,1955,2002-01-15 00:00:00,2018-07-22 18:01:43
71808,1948.0,,1962,1998-07-14 00:00:00,2018-07-22 18:01:43
71814,1979.0,,1985,2002-04-01 00:00:00,2018-07-22 18:01:43
71815,1979.0,,1986,2002-07-18 00:00:00,2018-07-22 18:01:43
71816,1979.0,,1986,2005-07-18 00:00:00,2018-07-22 18:01:43
71821,1979.0,2016.0,1991,2000-07-12 00:00:00,2018-07-22 18:01:43
71822,1979.0,,1986,2008-12-12 00:00:00,2018-07-22 18:01:43
71824,1979.0,2004.0,1991,2007-01-30 00:00:00,2018-07-22 18:01:43
71829,1900.0,2015.0,1967,2003-12-22 00:00:00,2018-07-22 18:01:43
71830,1919.0,2007.0,1964,2015-10-30 00:00:00,2018-07-22 18:01:43
71832,1919.0,,1954,2003-03-25 00:00:00,2018-07-22 18:01:43
71835,1900.0,1991.0,1947,2015-01-06 00:00:00,2018-07-22 18:01:43
71836,1925.0,2012.0,1964,2014-12-23 00:00:00,2018-07-22 18:01:43
71838,1925.0,2005.0,1954,2005-06-14 00:00:00,2018-07-22 18:01:43
71839,1925.0,2003.0,1954,2003-12-08 00:00:00,2018-07-22 18:01:43
71841,1926.0,,1954,1999-03-09 00:00:00,2018-07-22 18:01:43
71842,1926.0,,1954,2003-01-28 00:00:00,2018-07-22 18:01:43
71849,1923.0,1992.0,1961,2017-10-17 00:00:00,2018-07-22 18:01:43
71850,1925.0,,1957,2004-05-12 00:00:00,2018-07-22 18:01:43
71851,1925.0,,1957,2012-12-05 00:00:00,2018-07-22 18:01:43
71852,2001.0,,2006,2015-05-11 00:00:00,2018-07-22 18:01:43
71853,2001.0,,2006,2015-05-11 00:00:00,2018-07-22 18:01:43
71855,1905.0,1980.0,1954,2013-06-03 00:00:00,2018-07-22 18:01:43
71859,1949.0,2017.0,1968,2017-06-07 00:00:00,2018-07-22 18:01:43
71861,1949.0,2011.0,1968,2014-11-21 00:00:00,2018-07-22 18:01:43
71868,1948.0,2016.0,1968,2016-04-13 00:00:00,2018-07-22 18:01:43
71870,1948.0,,1958,2000-02-28 00:00:00,2018-07-22 18:01:43
