,BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,STORIES,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS, FIREPLACES,USECODE,LANDAREA,SOURCE,CMPLX_NUM,LIVING_GBA
111163,1,1,Forced Air,Y,,3,1,,390000.0,Q,1,,1,,,,,,,,,,16,282,Condominium,2710.0,649.0
111164,1,1,Forced Air,Y,,3,1,,355000.0,Q,1,,1,,,,,,,,,,16,290,Condominium,2710.0,654.0
111165,1,1,Forced Air,Y,,3,1,,399999.0,Q,3,,1,,,,,,,,,,16,265,Condominium,2710.0,605.0
111166,1,1,Forced Air,Y,,3,1,,377000.0,Q,1,,1,,,,,,,,,,16,279,Condominium,2710.0,638.0
111169,1,0,Forced Air,Y,,3,1,,330000.0,Q,1,,1,,,,,,,,,,16,510,Condominium,2645.0,786.0
111171,1,0,Forced Air,Y,,3,1,,385000.0,Q,4,,1,,,,,,,,,,16,508,Condominium,2645.0,783.0
111172,1,0,Forced Air,Y,,3,1,,399999.0,Q,5,,1,,,,,,,,,,16,512,Condominium,2645.0,789.0
111173,1,0,Forced Air,Y,,3,1,,253900.0,Q,1,,1,,,,,,,,,,16,488,Condominium,2645.0,753.0
111174,1,0,Forced Air,Y,,3,1,,326000.0,Q,1,,1,,,,,,,,,,16,488,Condominium,2645.0,753.0
111175,1,1,Forced Air,Y,,3,1,,320000.0,Q,1,,1,,,,,,,,,,16,488,Condominium,2645.0,753.0
111176,1,0,Forced Air,Y,,3,1,,355000.0,Q,1,,1,,,,,,,,,,16,501,Condominium,2645.0,773.0
111177,1,0,Forced Air,Y,,3,1,,146000.0,U,3,,1,,,,,,,,,,16,508,Condominium,2645.0,783.0
111178,1,0,Forced Air,Y,,3,1,,375000.0,Q,4,,1,,,,,,,,,,16,510,Condominium,2645.0,786.0
111179,1,0,Forced Air,Y,,3,1,,395000.0,Q,3,,1,,,,,,,,,,16,508,Condominium,2645.0,783.0
111180,1,0,Forced Air,Y,,3,1,,380000.0,Q,5,,1,,,,,,,,,,16,488,Condominium,2645.0,753.0
111181,1,0,Forced Air,Y,,3,1,,349000.0,Q,5,,1,,,,,,,,,,16,510,Condominium,2645.0,786.0
111182,1,0,Forced Air,Y,,3,1,,239900.0,Q,1,,1,,,,,,,,,,16,510,Condominium,2645.0,786.0
111183,1,0,Forced Air,Y,,3,1,,340000.0,Q,1,,1,,,,,,,,,,16,508,Condominium,2645.0,783.0
111184,1,0,Forced Air,Y,,3,1,,431400.0,Q,4,,1,,,,,,,,,,16,508,Condominium,2645.0,783.0
111185,1,0,Forced Air,Y,,3,1,,345000.0,Q,1,,1,,,,,,,,,,16,488,Condominium,2645.0,753.0
111186,1,0,Ht Pump,Y,,3,1,,395000.0,Q,3,,1,,,,,,,,,,17,29,Condominium,2860.0,684.0
111187,2,0,Ht Pump,Y,,4,1,,459000.0,Q,3,,1,,,,,,,,,,17,35,Condominium,2860.0,832.0
111188,2,0,Ht Pump,Y,,4,1,,365000.0,Q,1,,1,,,,,,,,,,17,35,Condominium,2860.0,832.0
111189,1,0,Ht Pump,Y,,3,1,,367900.0,Q,1,,1,,,,,,,,,,17,29,Condominium,2860.0,684.0
111191,2,0,Ht Pump,Y,,6,3,,512670.0,U,1,,1,,,,,,,,,,17,65,Condominium,2860.0,1640.0
111192,2,0,Ht Pump,Y,,4,1,,394000.0,Q,1,,1,,,,,,,,,,17,35,Condominium,2860.0,832.0
111193,2,0,Ht Pump,Y,,4,2,,624900.0,Q,1,,1,,,,,,,,,,17,55,Condominium,2860.0,1335.0
111194,1,0,Ht Pump,Y,,3,1,,407500.0,Q,3,,1,,,,,,,,,,17,32,Condominium,2860.0,751.0
111195,1,0,Ht Pump,Y,,3,1,,365000.0,Q,4,,1,,,,,,,,,,17,29,Condominium,2860.0,680.0
111196,1,0,Ht Pump,Y,,3,1,,355000.0,Q,1,,1,,,,,,,,,,17,31,Condominium,2860.0,732.0
111197,2,0,Ht Pump,Y,,4,1,,455000.0,Q,3,,1,,,,,,,,,,17,35,Condominium,2860.0,822.0
111198,1,0,Ht Pump,Y,,3,1,,325900.0,Q,1,,1,,,,,,,,,,17,29,Condominium,2860.0,675.0
111199,2,0,Ht Pump,Y,,5,2,,485000.0,Q,1,,1,,,,,,,,,,17,51,Condominium,2860.0,1229.0
111200,1,0,Ht Pump,Y,,3,1,,323000.0,Q,1,,1,,,,,,,,,,17,29,Condominium,2860.0,675.0
111201,2,0,Ht Pump,Y,,5,2,,515000.0,Q,1,,1,,,,,,,,,,17,51,Condominium,2860.0,1219.0
111202,1,0,Ht Pump,Y,,3,1,,338000.0,Q,1,,1,,,,,,,,,,17,29,Condominium,2860.0,684.0
111203,2,0,Ht Pump,Y,,5,2,,489900.0,Q,1,,1,,,,,,,,,,17,49,Condominium,2860.0,1172.0
111204,1,0,Ht Pump,Y,,3,1,,385000.0,Q,3,,1,,,,,,,,,,17,29,Condominium,2860.0,684.0
111205,2,0,Ht Pump,Y,,4,2,,514900.0,Q,1,,1,,,,,,,,,,17,48,Condominium,2860.0,1050.0
111206,1,0,Ht Pump,Y,,4,1,,439000.0,Q,4,,1,,,,,,,,,,17,36,Condominium,2860.0,866.0
111207,2,0,Ht Pump,Y,,4,2,,462000.0,Q,1,,1,,,,,,,,,,17,44,Condominium,2860.0,1052.0
111208,1,0,Ht Pump,Y,,2,0,,209900.0,Q,1,,1,,,,,,,,,,17,19,Condominium,2860.0,451.0
111210,1,0,Ht Pump,Y,,2,0,,275000.0,Q,3,,1,,,,,,,,,,17,19,Condominium,2860.0,451.0
111211,2,0,Ht Pump,Y,,5,1,,506000.0,Q,3,,1,,,,,,,,,,17,41,Condominium,2860.0,978.0
111212,2,0,Ht Pump,Y,,4,1,,383000.0,Q,1,,1,,,,,,,,,,17,37,Condominium,2860.0,890.0
111213,2,0,Ht Pump,Y,,4,2,,380000.0,U,3,,1,,,,,,,,,,17,45,Condominium,2860.0,1070.0
111214,2,0,Ht Pump,Y,,4,2,,435500.0,Q,1,,1,,,,,,,,,,17,43,Condominium,2860.0,1029.0
111215,1,0,Ht Pump,Y,,3,1,,340000.0,Q,1,,1,,,,,,,,,,17,31,Condominium,2860.0,728.0
111216,2,0,Ht Pump,Y,,4,2,,429000.0,Q,1,,1,,,,,,,,,,17,43,Condominium,2860.0,1029.0
111217,1,0,Ht Pump,Y,,4,1,,419900.0,Q,1,,1,,,,,,,,,,17,36,Condominium,2860.0,873.0
111218,2,0,Ht Pump,Y,,4,1,,490000.0,Q,4,,1,,,,,,,,,,17,43,Condominium,2860.0,1029.0
111219,1,0,Ht Pump,Y,,4,1,,435000.0,Q,4,,1,,,,,,,,,,17,35,Condominium,2860.0,833.0
111220,1,0,Ht Pump,Y,,3,1,,350000.0,Q,1,,1,,,,,,,,,,17,31,Condominium,2860.0,728.0
111221,1,0,Ht Pump,Y,,3,1,,348900.0,Q,1,,1,,,,,,,,,,17,29,Condominium,2860.0,675.0
111222,1,0,Ht Pump,Y,,4,1,,502900.0,Q,1,,1,,,,,,,,,,17,36,Condominium,2860.0,868.0
111223,2,0,Ht Pump,Y,,4,2,,516900.0,Q,1,,1,,,,,,,,,,17,43,Condominium,2860.0,1029.0
111224,2,0,Ht Pump,Y,,4,2,,545000.0,Q,3,,1,,,,,,,,,,17,43,Condominium,2860.0,1017.0
111225,2,0,Ht Pump,Y,,5,3,,815000.0,Q,3,,1,,,,,,,,,,17,64,Condominium,2860.0,1518.0
111226,1,0,Ht Pump,Y,,3,1,,416000.0,Q,5,,1,,,,,,,,,,17,34,Condominium,2860.0,781.0
111227,2,0,Ht Pump,Y,,4,2,,475900.0,Q,1,,1,,,,,,,,,,17,43,Condominium,2860.0,1029.0
111228,1,0,Ht Pump,Y,,5,1,,449900.0,Q,1,,1,,,,,,,,,,17,36,Condominium,2860.0,928.0
111229,1,0,Ht Pump,Y,,3,1,,385000.0,Q,3,,1,,,,,,,,,,17,29,Condominium,2860.0,684.0
111230,2,0,Ht Pump,Y,,4,1,,465000.0,Q,3,,1,,,,,,,,,,17,33,Condominium,2860.0,832.0
111232,2,0,Ht Pump,Y,,5,2,,492000.0,Q,1,,1,,,,,,,,,,17,49,Condominium,2860.0,1244.0
111233,1,0,Ht Pump,Y,,4,1,,344900.0,Q,1,,1,,,,,,,,,,17,27,Condominium,2860.0,632.0
111234,2,0,Ht Pump,Y,,5,2,,493000.0,Q,1,,1,,,,,,,,,,17,49,Condominium,2860.0,1234.0
111235,1,0,Ht Pump,Y,,4,1,,312000.0,Q,1,,1,,,,,,,,,,17,27,Condominium,2860.0,632.0
111236,2,0,Ht Pump,Y,,4,2,,484900.0,Q,1,,1,,,,,,,,,,17,45,Condominium,2860.0,1082.0
111237,2,0,Ht Pump,Y,,5,2,,527500.0,Q,1,,1,,,,,,,,,,17,48,Condominium,2860.0,1166.0
111238,1,0,Ht Pump,Y,,3,1,,355000.0,Q,1,,1,,,,,,,,,,17,31,Condominium,2860.0,728.0
111239,2,0,Ht Pump,Y,,5,2,,599000.0,Q,3,,1,,,,,,,,,,17,50,Condominium,2860.0,1207.0
111240,1,0,Ht Pump,Y,,3,1,,384900.0,Q,1,,1,,,,,,,,,,17,31,Condominium,2860.0,732.0
111241,2,0,Ht Pump,Y,,5,2,,520000.0,Q,1,,1,,,,,,,,,,17,53,Condominium,2860.0,1284.0
111242,1,0,Forced Air,N,,5,2,,194600.0,Q,1,,1,,,,,,,,,,16,380,Condominium,2854.0,846.0
111244,1,0,Forced Air,N,,5,2,,247000.0,Q,1,,1,,,,,,,,,,16,389,Condominium,2854.0,866.0
111245,1,0,Forced Air,N,,5,2,,354000.0,Q,3,,1,,,,,,,,,,16,359,Condominium,2854.0,799.0
