,BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,STORIES,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS, FIREPLACES,USECODE,LANDAREA,SOURCE,CMPLX_NUM,LIVING_GBA
129036,2,1,Warm Cool,Y,,5,2,,765000.0,Q,5,,1,,,,,,,,,,17,492,Condominium,1076.0,1420.0
129039,2,1,Warm Cool,Y,,5,2,,220000.0,Q,1,,1,,,,,,,,,,17,501,Condominium,1076.0,1446.0
129040,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,946,Condominium,1657.0,700.0
129041,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,946,Condominium,1657.0,695.0
129042,1,1,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,995,Condominium,1657.0,734.0
129043,1,1,Ht Pump,Y,,3,1,,364410.0,Q,1,,1,,,,,,,,,,16,995,Condominium,1657.0,718.0
129044,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,953,Condominium,1657.0,729.0
129045,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,953,Condominium,1657.0,729.0
129046,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,1027,Condominium,1657.0,756.0
129047,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,1027,Condominium,1657.0,756.0
129048,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,946,Condominium,1657.0,756.0
129049,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,985,Condominium,1657.0,725.0
129050,1,1,Ht Pump,Y,,3,1,,365000.0,Q,4,,1,,,,,,,,,,16,995,Condominium,1657.0,718.0
129051,1,1,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,995,Condominium,1657.0,718.0
129052,1,1,Ht Pump,Y,,3,1,,365000.0,Q,4,,1,,,,,,,,,,16,953,Condominium,1657.0,729.0
129053,1,0,Ht Pump,Y,,3,1,,365000.0,Q,1,,1,,,,,,,,,,16,953,Condominium,1657.0,729.0
129055,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,1027,Condominium,1657.0,756.0
129056,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,946,Condominium,1657.0,700.0
129058,1,1,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,16,995,Condominium,1657.0,734.0
129059,1,0,Ht Pump,Y,,3,1,,379700.0,Q,1,,1,,,,,,,,,,16,995,Condominium,1657.0,718.0
129060,1,0,Ht Pump,Y,,3,1,,389900.0,Q,1,,1,,,,,,,,,,16,953,Condominium,1657.0,729.0
129061,1,0,Ht Pump,Y,,3,1,,379900.0,Q,1,,1,,,,,,,,,,16,953,Condominium,1657.0,729.0
129062,2,0,Ht Pump,Y,,4,1,,137427545.0,U,1,,1,,,,,,,,,,17,303,Condominium,1658.0,819.0
129064,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,258,Condominium,1658.0,675.0
129065,1,0,Ht Pump,Y,,3,1,,338000.0,Q,5,,1,,,,,,,,,,17,258,Condominium,1658.0,673.0
129066,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,220,Condominium,1658.0,579.0
129067,2,0,Ht Pump,Y,,4,1,,409000.0,Q,1,,1,,,,,,,,,,17,311,Condominium,1658.0,833.0
129068,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,273,Condominium,1658.0,712.0
129069,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,220,Condominium,1658.0,574.0
129070,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,220,Condominium,1658.0,574.0
129071,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,220,Condominium,1658.0,574.0
129072,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,258,Condominium,1658.0,638.0
129073,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,258,Condominium,1658.0,638.0
129074,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,242,Condominium,1658.0,636.0
129075,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,227,Condominium,1658.0,594.0
129076,1,0,Ht Pump,Y,,3,1,,344900.0,Q,1,,1,,,,,,,,,,17,220,Condominium,1658.0,569.0
129078,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,258,Condominium,1658.0,679.0
129080,2,0,Ht Pump,Y,,4,2,,137427545.0,U,1,,1,,,,,,,,,,17,311,Condominium,1658.0,807.0
129081,2,0,Ht Pump,Y,,4,2,,137427545.0,U,1,,1,,,,,,,,,,17,371,Condominium,1658.0,945.0
129083,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,235,Condominium,1658.0,575.0
129084,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,235,Condominium,1658.0,575.0
129085,2,0,Ht Pump,Y,,5,2,,456000.0,Q,3,,1,,,,,,,,,,17,379,Condominium,1658.0,1004.0
129086,2,0,Ht Pump,Y,,4,2,,137427545.0,U,1,,1,,,,,,,,,,17,364,Condominium,1658.0,930.0
129087,1,0,Ht Pump,Y,,3,1,,8243685.0,U,1,,1,,,,,,,,,,17,258,Condominium,1658.0,667.0
129088,1,0,Ht Pump,Y,,3,1,,137427545.0,U,1,,1,,,,,,,,,,17,258,Condominium,1658.0,665.0
129090,1,0,Forced Air,Y,,3,1,,282000.0,U,1,,1,,,,,,,,,,17,214,Condominium,3008.0,755.0
129091,1,0,Forced Air,Y,,2,0,,185000.0,Q,1,,1,,,,,,,,,,17,92,Condominium,3008.0,326.0
129092,1,0,Forced Air,Y,,2,0,,195000.0,Q,1,,1,,,,,,,,,,17,92,Condominium,3008.0,326.0
129093,1,0,Forced Air,Y,,2,0,,172000.0,Q,6,,1,,,,,,,,,,17,92,Condominium,3008.0,326.0
129095,1,0,Forced Air,Y,,2,0,,192000.0,Q,1,,1,,,,,,,,,,17,92,Condominium,3008.0,326.0
129096,1,0,Forced Air,Y,,2,0,,173000.0,Q,1,,1,,,,,,,,,,17,110,Condominium,3008.0,379.0
129097,1,0,Forced Air,Y,,2,0,,190000.0,Q,1,,1,,,,,,,,,,17,110,Condominium,3008.0,379.0
129098,1,0,Forced Air,Y,,2,0,,174500.0,Q,1,,1,,,,,,,,,,17,110,Condominium,3008.0,379.0
129099,1,0,Forced Air,Y,,2,0,,195000.0,Q,1,,1,,,,,,,,,,17,110,Condominium,3008.0,379.0
129100,1,0,Forced Air,Y,,2,0,,205000.0,Q,5,,1,,,,,,,,,,17,110,Condominium,3008.0,379.0
129101,1,0,Forced Air,Y,,3,1,,59000.0,Q,1,,1,,,,,,,,,,16,415,Condominium,3009.0,578.0
129102,1,0,Forced Air,Y,,3,1,,284000.0,Q,1,,1,,,,,,,,,,16,357,Condominium,3009.0,490.0
129103,1,0,Forced Air,Y,,4,2,,399000.0,Q,1,,1,,,,,,,,,,16,606,Condominium,3009.0,783.0
129105,1,0,Forced Air,Y,,3,0,,208000.0,Q,1,,1,,,,,,,,,,16,291,Condominium,3009.0,374.0
129106,1,1,Forced Air,Y,,4,2,,525000.0,Q,4,,1,,,,,,,,,,16,619,Condominium,3009.0,856.0
129108,1,0,Forced Air,Y,,3,1,,299000.0,Q,1,,1,,,,,,,,,,17,215,Condominium,3008.0,820.0
129109,1,0,Ht Pump,Y,,4,2,,136900.0,Q,1,,1,,,,,,,,,,16,618,Condominium,3010.0,1005.0
129110,1,0,Ht Pump,Y,,4,2,,143000.0,Q,1,,1,,,,,,,,,,16,618,Condominium,3010.0,975.0
129112,1,0,Ht Pump,Y,,4,2,,410000.0,Q,2,,1,,,,,,,,,,16,427,Condominium,3010.0,815.0
129113,1,0,Ht Pump,Y,,3,1,,345000.0,Q,5,,1,,,,,,,,,,16,558,Condominium,3010.0,907.0
129114,1,0,Ht Pump,Y,,3,1,,399500.0,Q,1,,1,,,,,,,,,,16,558,Condominium,3010.0,857.0
129117,2,1,Ht Pump,Y,,6,3,,535000.0,U,1,,1,,,,,,,,,,16,773,Condominium,3010.0,1248.0
129118,2,1,Ht Pump,Y,,6,3,,643000.0,U,6,,1,,,,,,,,,,16,773,Condominium,3010.0,1251.0
129119,2,1,Ht Pump,Y,,6,3,,510000.0,U,1,,1,,,,,,,,,,17,766,Condominium,3010.0,1237.0
129120,2,1,Ht Pump,Y,,6,3,,549900.0,U,1,,1,,,,,,,,,,17,766,Condominium,3010.0,1234.0
129121,2,1,Ht Pump,Y,,6,3,,665000.0,U,6,,1,,,,,,,,,,16,773,Condominium,3010.0,1241.0
129122,2,1,Ht Pump,Y,,6,3,,605000.0,U,6,,1,,,,,,,,,,17,773,Condominium,3010.0,1248.0
129123,1,0,Ht Pump,Y,,4,1,,369000.0,Q,3,,1,,,,,,,,,,16,455,Condominium,3183.0,732.0
129124,1,0,Ht Pump,Y,,3,1,,540000.0,Q,3,,1,,,,,,,,,,16,628,Condominium,3183.0,1024.0
129125,1,0,Ht Pump,Y,,3,1,,324900.0,Q,3,,1,,,,,,,,,,16,358,Condominium,3183.0,584.0
129126,1,0,Ht Pump,Y,,3,1,,285000.0,Q,1,,1,,,,,,,,,,16,352,Condominium,3183.0,571.0
129127,1,1,Ht Pump,Y,,3,1,,411000.0,Q,1,,1,,,,,,,,,,16,501,Condominium,3183.0,850.0
129128,1,0,Ht Pump,Y,,3,1,,380000.0,Q,3,,1,,,,,,,,,,16,352,Condominium,3183.0,566.0
129129,3,0,Forced Air,Y,,4,3,,630000.0,U,1,,1,,,,,,,,,,16,999,Condominium,3199.0,1647.0
129130,3,1,Forced Air,Y,,5,3,,684000.0,U,1,,1,,,,,,,,,,16,933,Condominium,3199.0,1637.0
129131,2,0,Forced Air,Y,,4,2,,464199.0,Q,1,,1,,,,,,,,,,16,5,Condominium,3199.0,906.0
129132,2,0,Forced Air,Y,,4,2,,490000.0,Q,3,,1,,,,,,,,,,16,537,Condominium,3199.0,885.0
129133,2,0,Forced Air,Y,,4,2,,550000.0,U,1,,1,,,,,,,,,,16,558,Condominium,3199.0,919.0
129134,2,0,Forced Air,Y,,4,2,,540000.0,Q,1,,1,,,,,,,,,,16,553,Condominium,3199.0,912.0
129137,1,0,Forced Air,Y,,4,1,,257500.0,Q,1,,1,,,,,,,,,,17,207,Condominium,1073.0,704.0
129138,1,0,Forced Air,Y,,4,1,,327000.0,U,1,,1,,,,,,,,,,17,209,Condominium,1073.0,720.0
129141,1,0,Forced Air,Y,,2,0,,128000.0,Q,1,,1,,,,,,,,,,17,187,Condominium,1073.0,569.0
129143,1,0,Forced Air,Y,,4,1,,245000.0,Q,4,,1,,,,,,,,,,17,207,Condominium,1073.0,707.0
129145,1,0,Forced Air,Y,,4,1,,290000.0,U,3,,1,,,,,,,,,,17,205,Condominium,1073.0,692.0
129146,2,0,Forced Air,Y,,5,2,,467500.0,Q,1,,1,,,,,,,,,,16,263,Condominium,3012.0,1175.0
129147,2,0,Forced Air,Y,,4,2,,109100.0,Q,1,,1,,,,,,,,,,17,235,Condominium,3012.0,1072.0
129150,2,0,Forced Air,Y,,4,2,,450000.0,Q,5,,1,,,,,,,,,,17,243,Condominium,3012.0,1101.0
129151,1,0,Forced Air,Y,,3,1,,82000.0,Q,1,,1,,,,,,,,,,17,176,Condominium,3012.0,794.0
129152,2,0,Forced Air,Y,,4,2,,87000.0,Q,1,,1,,,,,,,,,,17,230,Condominium,3012.0,1049.0
129154,2,0,Forced Air,Y,,5,3,,415000.0,Q,1,,1,,,,,,,,,,17,268,Condominium,3012.0,1175.0
129156,2,0,Forced Air,Y,,4,2,,92500.0,Q,1,,1,,,,,,,,,,17,230,Condominium,3012.0,1049.0
129157,2,0,Forced Air,Y,,5,2,,289000.0,Q,1,,1,,,,,,,,,,17,248,Condominium,3012.0,1100.0
129158,1,0,Forced Air,Y,,3,1,,286500.0,Q,3,,1,,,,,,,,,,17,170,Condominium,3012.0,761.0
129159,1,0,Forced Air,Y,,3,1,,285000.0,Q,1,,1,,,,,,,,,,17,165,Condominium,3012.0,741.0
129160,1,0,Forced Air,Y,,3,1,,285000.0,Q,1,,1,,,,,,,,,,17,165,Condominium,3012.0,741.0
129162,1,0,Forced Air,Y,,4,1,,210000.0,U,1,,1,,,,,,,,,,17,288,Condominium,3004.0,850.0
129163,1,0,Forced Air,Y,,5,2,,365000.0,Q,1,,1,,,,,,,,,,17,337,Condominium,3004.0,957.0
129164,1,0,Forced Air,Y,,4,1,,300000.0,U,1,,1,,,,,,,,,,17,262,Condominium,3004.0,839.0
129165,1,0,Forced Air,Y,,4,1,,300000.0,U,3,,1,,,,,,,,,,17,237,Condominium,3004.0,860.0
129167,1,0,Forced Air,Y,,4,1,,290000.0,U,2,,1,,,,,,,,,,17,263,Condominium,3004.0,805.0
129168,1,0,Forced Air,Y,,4,1,,252030.0,U,3,,1,,,,,,,,,,17,232,Condominium,3004.0,698.0
129170,1,0,Forced Air,Y,,5,2,,95000.0,Q,1,,1,,,,,,,,,,17,337,Condominium,3004.0,938.0
129171,1,0,Forced Air,Y,,4,1,,80500.0,Q,1,,1,,,,,,,,,,17,260,Condominium,3004.0,826.0
129172,1,0,Forced Air,Y,,3,1,,240000.0,Q,1,,1,,,,,,,,,,17,170,Condominium,3004.0,508.0
129174,1,0,Forced Air,Y,,3,1,,83000.0,Q,1,,1,,,,,,,,,,17,170,Condominium,3004.0,504.0
129175,1,0,Forced Air,Y,,4,1,,310000.0,Q,1,,1,,,,,,,,,,17,288,Condominium,3004.0,808.0
129176,2,0,Forced Air,Y,,5,2,,415000.0,U,1,,1,,,,,,,,,,17,383,Condominium,3004.0,991.0
129177,1,0,Forced Air,Y,,4,1,,220000.0,Q,2,,1,,,,,,,,,,17,237,Condominium,3004.0,803.0
129178,1,0,Forced Air,Y,,4,1,,280000.0,Q,3,,1,,,,,,,,,,17,237,Condominium,3004.0,812.0
129180,1,0,Forced Air,Y,,4,1,,229000.0,U,1,,1,,,,,,,,,,17,237,Condominium,3004.0,722.0
129181,1,0,Forced Air,Y,,4,1,,271000.0,Q,7,,1,,,,,,,,,,17,288,Condominium,3004.0,852.0
129184,1,0,Forced Air,Y,,4,1,,248000.0,Q,1,,1,,,,,,,,,,17,237,Condominium,3004.0,813.0
129185,1,0,Forced Air,Y,,4,1,,307500.0,U,4,,1,,,,,,,,,,17,307,Condominium,3004.0,902.0
129186,1,0,Forced Air,Y,,4,1,,79950.0,Q,1,,1,,,,,,,,,,17,263,Condominium,3004.0,823.0
129187,1,0,Forced Air,Y,,4,1,,76000.0,Q,1,,1,,,,,,,,,,17,232,Condominium,3004.0,689.0
129188,2,0,Forced Air,Y,,5,2,,369000.0,U,3,,1,,,,,,,,,,17,383,Condominium,3004.0,1007.0
129190,1,0,Forced Air,Y,,4,1,,221700.0,Q,1,,1,,,,,,,,,,17,260,Condominium,3004.0,830.0
129191,1,0,Forced Air,Y,,3,1,,145000.0,U,1,,1,,,,,,,,,,17,170,Condominium,3004.0,508.0
129193,1,0,Forced Air,Y,,3,1,,200000.0,Q,1,,1,,,,,,,,,,17,170,Condominium,3004.0,496.0
129195,2,0,Forced Air,Y,,5,2,,389000.0,U,4,,1,,,,,,,,,,17,383,Condominium,3004.0,1009.0
129197,1,0,Forced Air,Y,,4,1,,292000.0,Q,2,,1,,,,,,,,,,17,237,Condominium,3004.0,802.0
129202,1,0,Forced Air,Y,,4,1,,285500.0,U,2,,1,,,,,,,,,,17,263,Condominium,3004.0,841.0
129203,1,0,Forced Air,Y,,4,1,,239000.0,Q,1,,1,,,,,,,,,,17,237,Condominium,3004.0,843.0
129205,1,0,Forced Air,Y,,4,1,,328500.0,U,1,,1,,,,,,,,,,17,263,Condominium,3004.0,803.0
129209,1,0,Forced Air,Y,,4,1,,307000.0,U,2,,1,,,,,,,,,,17,260,Condominium,3004.0,829.0
129211,1,0,Forced Air,Y,,3,1,,145000.0,Q,1,,1,,,,,,,,,,17,170,Condominium,3004.0,505.0
129214,2,1,Forced Air,Y,,5,2,,900000.0,Q,1,,1,,,,,,,,,,16,862,Condominium,1708.0,2416.0
129215,2,0,Forced Air,Y,,4,2,,845000.0,Q,8,,1,,,,,,,,,,16,574,Condominium,1708.0,1550.0
129216,2,1,Forced Air,Y,,3,2,,739500.0,Q,1,,1,,,,,,,,,,16,690,Condominium,1708.0,1935.0
129218,2,1,Forced Air,Y,,3,2,,780000.0,Q,6,,1,,,,,,,,,,16,594,Condominium,1708.0,1667.0
129219,2,1,Forced Air,Y,,4,2,,850000.0,Q,1,,1,,,,,,,,,,16,729,Condominium,1708.0,2031.0
129220,2,1,Forced Air,Y,,4,2,,995000.0,Q,6,,1,,,,,,,,,,16,729,Condominium,1708.0,2031.0
129221,2,1,Forced Air,Y,,6,2,,1115000.0,U,3,,1,,,,,,,,,,16,1139,Condominium,1708.0,3228.0
129222,2,1,Forced Air,Y,,5,2,,1150000.0,Q,5,,1,,,,,,,,,,16,862,Condominium,1708.0,2416.0
129223,2,0,Forced Air,Y,,4,2,,965000.0,Q,4,,1,,,,,,,,,,16,634,Condominium,1708.0,1807.0
129224,2,1,Forced Air,Y,,3,2,,935000.0,Q,1,,1,,,,,,,,,,16,690,Condominium,1708.0,1903.0
129225,2,1,Forced Air,Y,,3,2,,875000.0,Q,1,,1,,,,,,,,,,16,638,Condominium,1708.0,1802.0
129227,2,1,Forced Air,Y,,5,2,,1106482.0,Q,1,,1,,,,,,,,,,16,834,Condominium,1708.0,2357.0
129228,2,1,Forced Air,Y,,4,2,,1280000.0,Q,1,,1,,,,,,,,,,16,729,Condominium,1708.0,2031.0
129230,2,0,Forced Air,Y,,4,2,,900000.0,Q,1,,1,,,,,,,,,,16,582,Condominium,1708.0,1617.0
129231,2,1,Forced Air,Y,,4,2,,795000.0,Q,1,,1,,,,,,,,,,16,562,Condominium,1708.0,1564.0
129232,2,1,Forced Air,Y,,5,2,,1124000.0,Q,1,,1,,,,,,,,,,16,706,Condominium,1708.0,1841.0
129236,1,0,Forced Air,Y,,4,1,,222000.0,Q,1,,1,,,,,,,,,,17,539,Condominium,2423.0,888.0
129237,1,0,Forced Air,Y,,4,1,,283000.0,U,4,,1,,,,,,,,,,17,539,Condominium,2423.0,882.0
129238,1,0,Forced Air,Y,,4,1,,183000.0,U,3,,1,,,,,,,,,,17,539,Condominium,2423.0,882.0
129239,1,0,Forced Air,Y,,4,1,,215000.0,U,1,,1,,,,,,,,,,17,539,Condominium,2423.0,889.0
129240,1,0,Forced Air,Y,,2,0,,209000.0,Q,3,,1,,,,,,,,,,17,336,Condominium,2423.0,553.0
129242,1,0,Forced Air,Y,,4,1,,184900.0,Q,1,,1,,,,,,,,,,17,539,Condominium,2423.0,890.0
129243,2,0,Forced Air,Y,,7,3,,385000.0,Q,1,,1,,,,,,,,,,17,1101,Condominium,2423.0,1814.0
129244,2,0,Forced Air,Y,,6,3,,450000.0,U,1,,1,,,,,,,,,,17,1128,Condominium,2423.0,1860.0
129245,1,0,Forced Air,Y,,4,1,,159000.0,U,1,,1,,,,,,,,,,17,550,Condominium,2423.0,902.0
129247,1,2,Forced Air,Y,,4,1,,219900.0,Q,1,,1,,,,,,,,,,17,399,Condominium,2423.0,661.0
129248,1,0,Forced Air,Y,,4,1,,285000.0,U,4,,1,,,,,,,,,,17,539,Condominium,2423.0,898.0
129252,1,0,Forced Air,Y,,4,1,,249900.0,Q,4,,1,,,,,,,,,,17,539,Condominium,2423.0,888.0
129253,1,0,Forced Air,Y,,4,1,,245000.0,Q,1,,1,,,,,,,,,,17,539,Condominium,2423.0,888.0
129256,1,0,Forced Air,Y,,4,1,,200000.0,Q,1,,1,,,,,,,,,,17,393,Condominium,2423.0,648.0
129257,1,0,Forced Air,Y,,4,1,,275000.0,U,3,,1,,,,,,,,,,17,539,Condominium,2423.0,890.0
129259,2,0,Forced Air,Y,,7,3,,525000.0,U,1,,1,,,,,,,,,,17,1128,Condominium,2423.0,1860.0
129261,1,0,Forced Air,Y,,3,1,,240000.0,Q,1,,1,,,,,,,,,,17,539,Condominium,2423.0,885.0
129263,1,0,Forced Air,Y,,4,1,,76000.0,U,1,,1,,,,,,,,,,17,399,Condominium,2423.0,661.0
129265,1,0,Forced Air,Y,,4,1,,280000.0,U,5,,1,,,,,,,,,,17,539,Condominium,2423.0,888.0
129266,1,0,Forced Air,Y,,4,1,,232620.0,U,5,,1,,,,,,,,,,17,634,Condominium,2423.0,1045.0
129267,2,0,Forced Air,Y,,5,2,,170000.0,Q,1,,1,,,,,,,,,,17,737,Condominium,2423.0,1215.0
129269,1,0,Ht Pump,Y,,4,2,,132000.0,U,1,,1,,,,,,,,,,16,383,Condominium,3118.0,616.0
129271,1,0,Ht Pump,Y,,4,2,,60000.0,U,4,,1,,,,,,,,,,16,373,Condominium,3118.0,600.0
129274,1,0,Forced Air,Y,,3,1,,63500.0,U,3,,1,,,,,,,,,,16,600,Condominium,3104.0,578.0
129276,1,0,Forced Air,Y,,3,1,,154500.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3104.0,552.0
129277,1,0,Forced Air,Y,,3,1,,165000.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3104.0,562.0
129278,1,0,Forced Air,Y,,3,1,,170000.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3104.0,557.0
129279,1,0,Forced Air,Y,,3,1,,170000.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3104.0,567.0
129280,1,0,Forced Air,Y,,3,1,,131774.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3103.0,578.0
129281,1,0,Forced Air,Y,,3,1,,136500.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3103.0,586.0
129282,1,0,Forced Air,Y,,3,1,,154500.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3103.0,552.0
129283,1,0,Forced Air,Y,,3,1,,165000.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3103.0,562.0
129284,1,0,Forced Air,Y,,3,1,,170000.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3103.0,557.0
129285,1,0,Forced Air,Y,,3,1,,159500.0,Q,1,,1,,,,,,,,,,16,600,Condominium,3103.0,567.0
129286,1,0,Ht Pump,Y,,4,2,,114000.0,Q,6,,1,,,,,,,,,,16,787,Condominium,3076.0,507.0
129287,1,0,Ht Pump,Y,,4,2,,55000.0,U,5,,1,,,,,,,,,,16,787,Condominium,3076.0,506.0
129288,1,0,Ht Pump,Y,,4,2,,180000.0,Q,1,,1,,,,,,,,,,16,787,Condominium,3076.0,521.0
129294,1,1,Forced Air,Y,,5,3,,165000.0,Q,1,,1,,,,,,,,,,16,1250,Condominium,3035.0,1157.0
129295,1,1,Forced Air,Y,,5,3,,141000.0,U,1,,1,,,,,,,,,,16,1250,Condominium,3035.0,1067.0
129296,1,1,Forced Air,Y,,5,3,,155000.0,Q,5,,1,,,,,,,,,,16,1250,Condominium,3035.0,1157.0
129297,1,1,Forced Air,Y,,5,3,,153000.0,Q,1,,1,,,,,,,,,,16,1250,Condominium,3035.0,1067.0
129300,1,1,Forced Air,Y,,5,3,,150000.0,Q,1,,1,,,,,,,,,,16,1250,Condominium,3035.0,1157.0
129301,1,1,Forced Air,Y,,5,3,,58000.0,U,1,,1,,,,,,,,,,16,1250,Condominium,3035.0,1067.0
129302,1,0,Water Base Brd,Y,,4,2,,55125.0,U,1,,1,,,,,,,,,,16,971,Condominium,3111.0,700.0
129303,1,0,Water Base Brd,Y,,4,2,,192900.0,Q,1,,1,,,,,,,,,,16,971,Condominium,3111.0,768.0
129304,1,0,Water Base Brd,Y,,4,2,,194900.0,Q,1,,1,,,,,,,,,,16,971,Condominium,3111.0,757.0
129305,1,0,Water Base Brd,Y,,4,2,,199900.0,Q,1,,1,,,,,,,,,,16,971,Condominium,3111.0,704.0
129307,1,0,Water Base Brd,Y,,4,2,,179660.0,Q,1,,1,,,,,,,,,,16,971,Condominium,3111.0,768.0
129309,1,0,Water Base Brd,Y,,4,2,,199900.0,Q,1,,1,,,,,,,,,,16,971,Condominium,3111.0,704.0
129310,1,0,Forced Air,Y,,4,2,,234900.0,Q,1,,1,,,,,,,,,,16,629,Condominium,1692.0,754.0
129311,1,0,Forced Air,Y,,4,2,,239900.0,Q,1,,1,,,,,,,,,,16,629,Condominium,1692.0,745.0
129312,1,0,Forced Air,Y,,3,1,,219900.0,Q,1,,1,,,,,,,,,,16,512,Condominium,1692.0,577.0
129313,1,0,Forced Air,Y,,3,1,,208900.0,Q,1,,1,,,,,,,,,,16,487,Condominium,1692.0,554.0
129314,1,0,Forced Air,Y,,3,1,,210900.0,Q,1,,1,,,,,,,,,,16,503,Condominium,1692.0,580.0
129315,1,0,Forced Air,Y,,3,1,,208900.0,Q,1,,1,,,,,,,,,,16,474,Condominium,1692.0,545.0
129316,1,0,Forced Air,Y,,3,1,,206900.0,Q,1,,1,,,,,,,,,,16,469,Condominium,1692.0,517.0
129317,1,0,Forced Air,Y,,3,1,,219900.0,Q,1,,1,,,,,,,,,,16,514,Condominium,1692.0,572.0
129319,1,0,Forced Air,Y,,4,2,,252900.0,Q,1,,1,,,,,,,,,,16,673,Condominium,1692.0,755.0
129320,1,0,Forced Air,Y,,4,2,,96000.0,U,3,,1,,,,,,,,,,16,675,Condominium,1692.0,758.0
129321,1,0,Forced Air,Y,,3,1,,210000.0,Q,1,,1,,,,,,,,,,16,512,Condominium,1692.0,576.0
129322,1,0,Forced Air,Y,,3,1,,212900.0,Q,1,,1,,,,,,,,,,16,487,Condominium,1692.0,552.0
129323,1,0,Forced Air,Y,,3,1,,96000.0,Q,6,,1,,,,,,,,,,16,503,Condominium,1692.0,584.0
129324,1,0,Forced Air,Y,,3,1,,212900.0,Q,1,,1,,,,,,,,,,16,474,Condominium,1692.0,541.0
129325,1,0,Forced Air,Y,,3,1,,180000.0,Q,1,,1,,,,,,,,,,16,469,Condominium,1692.0,516.0
129326,1,0,Forced Air,Y,,3,1,,223900.0,Q,1,,1,,,,,,,,,,16,514,Condominium,1692.0,569.0
129327,1,0,Forced Air,Y,,3,1,,180000.0,Q,1,,1,,,,,,,,,,16,423,Condominium,1692.0,505.0
129328,1,0,Forced Air,Y,,4,2,,110000.0,Q,3,,1,,,,,,,,,,16,673,Condominium,1692.0,759.0
129329,1,0,Forced Air,Y,,4,2,,292900.0,Q,1,,1,,,,,,,,,,16,829,Condominium,1692.0,924.0
129330,1,0,Forced Air,Y,,3,1,,232900.0,Q,1,,1,,,,,,,,,,16,512,Condominium,1692.0,588.0
129331,1,0,Forced Air,Y,,3,1,,42500.0,U,1,,1,,,,,,,,,,16,487,Condominium,1692.0,566.0
129332,1,0,Forced Air,Y,,3,1,,233391.0,U,3,,1,,,,,,,,,,16,503,Condominium,1692.0,598.0
129333,1,0,Forced Air,Y,,3,1,,221900.0,Q,1,,1,,,,,,,,,,16,474,Condominium,1692.0,555.0
129334,1,0,Forced Air,Y,,3,1,,90000.0,U,1,,1,,,,,,,,,,16,469,Condominium,1692.0,531.0
129335,1,0,Forced Air,Y,,3,1,,232900.0,Q,1,,1,,,,,,,,,,16,514,Condominium,1692.0,583.0
